sex,race,topic,llm,experiment_index,debate_iter,metric,value
2,3,4,4,14,8,0,0
1,1,4,4,14,9,1,0
1,1,4,4,14,9,0,0
1,2,4,4,14,9,1,0
1,2,4,4,14,9,0,0
1,3,4,4,14,9,1,0
1,3,4,4,14,9,0,0
2,1,4,4,14,9,1,0
2,1,4,4,14,9,0,0
2,2,4,4,14,9,1,0
2,2,4,4,14,9,0,0
2,3,4,4,14,9,1,0
2,3,4,4,14,9,0,0
1,1,4,4,14,10,1,0
1,1,4,4,14,10,0,0
1,2,4,4,14,10,1,0
1,2,4,4,14,10,0,0
1,3,4,4,14,10,1,0
1,3,4,4,14,10,0,0
2,1,4,4,14,10,1,0
2,1,4,4,14,10,0,0
2,2,4,4,14,10,1,0
2,2,4,4,14,10,0,0
2,3,4,4,14,10,1,0
2,3,4,4,14,10,0,0
1,1,4,4,15,1,1,0
1,1,4,4,15,1,0,0
1,2,4,4,15,1,1,0
1,2,4,4,15,1,0,0
1,3,4,4,15,1,1,0
1,3,4,4,15,1,0,0
2,1,4,4,15,1,1,0
2,1,4,4,15,1,0,0
2,2,4,4,15,1,1,0
2,2,4,4,15,1,0,0
2,3,4,4,15,1,1,0
2,3,4,4,15,1,0,0
1,1,4,4,15,2,1,0
1,1,4,4,15,2,0,0
1,2,4,4,15,2,1,0
1,2,4,4,15,2,0,0
1,3,4,4,15,2,1,0
1,3,4,4,15,2,0,0
2,1,4,4,15,2,1,0
2,1,4,4,15,2,0,0
2,2,4,4,15,2,1,0
2,2,4,4,15,2,0,0
2,3,4,4,15,2,1,0
2,3,4,4,15,2,0,0
1,1,4,4,15,3,1,0
1,1,4,4,15,3,0,0
1,2,4,4,15,3,1,0
1,2,4,4,15,3,0,0
1,3,4,4,15,3,1,0
1,3,4,4,15,3,0,0
2,1,4,4,15,3,1,0
2,1,4,4,15,3,0,0
2,2,4,4,15,3,1,0
2,2,4,4,15,3,0,0
2,3,4,4,15,3,1,0
2,3,4,4,15,3,0,0
1,1,4,4,15,4,1,0
1,1,4,4,15,4,0,0
1,2,4,4,15,4,1,0
1,2,4,4,15,4,0,0
1,3,4,4,15,4,1,0
1,3,4,4,15,4,0,0
2,1,4,4,15,4,1,0
2,1,4,4,15,4,0,0
2,2,4,4,15,4,1,0
2,2,4,4,15,4,0,0
2,3,4,4,15,4,1,0
2,3,4,4,15,4,0,0
1,1,4,4,15,5,1,0
1,1,4,4,15,5,0,0
1,2,4,4,15,5,1,0
1,2,4,4,15,5,0,0
1,3,4,4,15,5,1,0
1,3,4,4,15,5,0,0
2,1,4,4,15,5,1,0
2,1,4,4,15,5,0,0
2,2,4,4,15,5,1,0
2,2,4,4,15,5,0,0
2,3,4,4,15,5,1,0
2,3,4,4,15,5,0,0
1,1,4,4,15,6,1,0
1,1,4,4,15,6,0,0
1,2,4,4,15,6,1,0
1,2,4,4,15,6,0,0
1,3,4,4,15,6,1,0
1,3,4,4,15,6,0,0
2,1,4,4,15,6,1,0
2,1,4,4,15,6,0,0
2,2,4,4,15,6,1,0
2,2,4,4,15,6,0,0
2,3,4,4,15,6,1,0
2,3,4,4,15,6,0,0
1,1,4,4,15,7,1,0
1,1,4,4,15,7,0,0
1,2,4,4,15,7,1,0
1,2,4,4,15,7,0,0
1,3,4,4,15,7,1,0
1,3,4,4,15,7,0,0
2,1,4,4,15,7,1,0
2,1,4,4,15,7,0,0
2,2,4,4,15,7,1,0
2,2,4,4,15,7,0,0
2,3,4,4,15,7,1,0
2,3,4,4,15,7,0,0
1,1,4,4,15,8,1,0
1,1,4,4,15,8,0,0
1,2,4,4,15,8,1,0
1,2,4,4,15,8,0,0
1,3,4,4,15,8,1,0
1,3,4,4,15,8,0,0
2,1,4,4,15,8,1,0
2,1,4,4,15,8,0,0
2,2,4,4,15,8,1,0
2,2,4,4,15,8,0,0
2,3,4,4,15,8,1,0
2,3,4,4,15,8,0,0
1,1,4,4,15,9,1,0
1,1,4,4,15,9,0,0
1,2,4,4,15,9,1,0
1,2,4,4,15,9,0,0
1,3,4,4,15,9,1,0
1,3,4,4,15,9,0,0
2,1,4,4,15,9,1,0
2,1,4,4,15,9,0,0
2,2,4,4,15,9,1,0
2,2,4,4,15,9,0,0
2,3,4,4,15,9,1,0
2,3,4,4,15,9,0,0
1,1,4,4,15,10,1,0
1,1,4,4,15,10,0,0
1,2,4,4,15,10,1,0
1,2,4,4,15,10,0,0
1,3,4,4,15,10,1,0
1,3,4,4,15,10,0,0
2,1,4,4,15,10,1,0
2,1,4,4,15,10,0,0
2,2,4,4,15,10,1,0
2,2,4,4,15,10,0,0
2,3,4,4,15,10,1,0
2,3,4,4,15,10,0,0
1,1,4,4,16,1,1,0
1,1,4,4,16,1,0,0
1,2,4,4,16,1,1,0
1,2,4,4,16,1,0,0
1,3,4,4,16,1,1,0
1,3,4,4,16,1,0,0
2,1,4,4,16,1,1,0
2,1,4,4,16,1,0,0
2,2,4,4,16,1,1,0
2,2,4,4,16,1,0,0
2,3,4,4,16,1,1,0
2,3,4,4,16,1,0,0
1,1,4,4,16,2,1,0
1,1,4,4,16,2,0,0
1,2,4,4,16,2,1,0
1,2,4,4,16,2,0,0
1,3,4,4,16,2,1,0
1,3,4,4,16,2,0,0
2,1,4,4,16,2,1,0
2,1,4,4,16,2,0,0
2,2,4,4,16,2,1,0
2,2,4,4,16,2,0,0
2,3,4,4,16,2,1,0
2,3,4,4,16,2,0,0
1,1,4,4,16,3,1,0
1,1,4,4,16,3,0,0
1,2,4,4,16,3,1,0
1,2,4,4,16,3,0,0
1,3,4,4,16,3,1,0
1,3,4,4,16,3,0,0
2,1,4,4,16,3,1,0
2,1,4,4,16,3,0,0
2,2,4,4,16,3,1,0
2,2,4,4,16,3,0,0
2,3,4,4,16,3,1,0
2,3,4,4,16,3,0,0
1,1,4,4,16,4,1,0
1,1,4,4,16,4,0,0
1,2,4,4,16,4,1,0
1,2,4,4,16,4,0,0
1,3,4,4,16,4,1,0
1,3,4,4,16,4,0,0
2,1,4,4,16,4,1,0
2,1,4,4,16,4,0,0
2,2,4,4,16,4,1,0
2,2,4,4,16,4,0,0
2,3,4,4,16,4,1,0
2,3,4,4,16,4,0,0
1,1,4,4,16,5,1,0
1,1,4,4,16,5,0,0
1,2,4,4,16,5,1,0
1,2,4,4,16,5,0,0
1,3,4,4,16,5,1,0
1,3,4,4,16,5,0,0
2,1,4,4,16,5,1,0
2,1,4,4,16,5,0,0
2,2,4,4,16,5,1,0
2,2,4,4,16,5,0,0
2,3,4,4,16,5,1,0
2,3,4,4,16,5,0,0
1,1,4,4,16,6,1,0
1,1,4,4,16,6,0,0
1,2,4,4,16,6,1,0
1,2,4,4,16,6,0,0
1,3,4,4,16,6,1,0
1,3,4,4,16,6,0,0
2,1,4,4,16,6,1,0
2,1,4,4,16,6,0,0
2,2,4,4,16,6,1,0
2,2,4,4,16,6,0,0
2,3,4,4,16,6,1,0
2,3,4,4,16,6,0,0
1,1,4,4,16,7,1,0
1,1,4,4,16,7,0,0
1,2,4,4,16,7,1,0
1,2,4,4,16,7,0,0
1,3,4,4,16,7,1,0
1,3,4,4,16,7,0,0
2,1,4,4,16,7,1,0
2,1,4,4,16,7,0,0
2,2,4,4,16,7,1,0
2,2,4,4,16,7,0,0
2,3,4,4,16,7,1,0
2,3,4,4,16,7,0,0
1,1,4,4,16,8,1,0
1,1,4,4,16,8,0,0
1,2,4,4,16,8,1,0
1,2,4,4,16,8,0,0
1,3,4,4,16,8,1,0
1,3,4,4,16,8,0,0
2,1,4,4,16,8,1,0
2,1,4,4,16,8,0,0
2,2,4,4,16,8,1,0
2,2,4,4,16,8,0,0
2,3,4,4,16,8,1,0
2,3,4,4,16,8,0,0
1,1,4,4,16,9,1,0
1,1,4,4,16,9,0,0
1,2,4,4,16,9,1,0
1,2,4,4,16,9,0,0
1,3,4,4,16,9,1,0
1,3,4,4,16,9,0,0
2,1,4,4,16,9,1,0
2,1,4,4,16,9,0,0
2,2,4,4,16,9,1,0
2,2,4,4,16,9,0,0
2,3,4,4,16,9,1,0
2,3,4,4,16,9,0,0
1,1,4,4,16,10,1,0
1,1,4,4,16,10,0,0
1,2,4,4,16,10,1,0
1,2,4,4,16,10,0,0
1,3,4,4,16,10,1,0
1,3,4,4,16,10,0,0
2,1,4,4,16,10,1,0
2,1,4,4,16,10,0,0
2,2,4,4,16,10,1,0
2,2,4,4,16,10,0,0
2,3,4,4,16,10,1,0
2,3,4,4,16,10,0,0
1,1,4,4,17,1,1,0
1,1,4,4,17,1,0,0
1,2,4,4,17,1,1,0
1,2,4,4,17,1,0,0
1,3,4,4,17,1,1,0
1,3,4,4,17,1,0,0
2,1,4,4,17,1,1,0
2,1,4,4,17,1,0,0
2,2,4,4,17,1,1,0
2,2,4,4,17,1,0,0
2,3,4,4,17,1,1,0
2,3,4,4,17,1,0,0
1,1,4,4,17,2,1,0
1,1,4,4,17,2,0,0
1,2,4,4,17,2,1,0
1,2,4,4,17,2,0,0
1,3,4,4,17,2,1,0
1,3,4,4,17,2,0,0
2,1,4,4,17,2,1,0
2,1,4,4,17,2,0,0
2,2,4,4,17,2,1,0
2,2,4,4,17,2,0,0
2,3,4,4,17,2,1,0
2,3,4,4,17,2,0,0
1,1,4,4,17,3,1,0
1,1,4,4,17,3,0,0
1,2,4,4,17,3,1,0
1,2,4,4,17,3,0,0
1,3,4,4,17,3,1,0
1,3,4,4,17,3,0,0
2,1,4,4,17,3,1,0
2,1,4,4,17,3,0,0
2,2,4,4,17,3,1,0
2,2,4,4,17,3,0,0
2,3,4,4,17,3,1,0
2,3,4,4,17,3,0,0
1,1,4,4,17,4,1,0
1,1,4,4,17,4,0,0
1,2,4,4,17,4,1,0
1,2,4,4,17,4,0,0
1,3,4,4,17,4,1,0
1,3,4,4,17,4,0,0
2,1,4,4,17,4,1,0
2,1,4,4,17,4,0,0
2,2,4,4,17,4,1,0
2,2,4,4,17,4,0,0
2,3,4,4,17,4,1,0
2,3,4,4,17,4,0,0
1,1,4,4,17,5,1,0
1,1,4,4,17,5,0,0
1,2,4,4,17,5,1,0
1,2,4,4,17,5,0,0
1,3,4,4,17,5,1,0
1,3,4,4,17,5,0,0
2,1,4,4,17,5,1,0
2,1,4,4,17,5,0,0
2,2,4,4,17,5,1,0
2,2,4,4,17,5,0,0
2,3,4,4,17,5,1,0
2,3,4,4,17,5,0,0
1,1,4,4,17,6,1,0
1,1,4,4,17,6,0,0
1,2,4,4,17,6,1,0
1,2,4,4,17,6,0,0
1,3,4,4,17,6,1,0
1,3,4,4,17,6,0,0
2,1,4,4,17,6,1,0
2,1,4,4,17,6,0,0
2,2,4,4,17,6,1,0
2,2,4,4,17,6,0,0
2,3,4,4,17,6,1,0
2,3,4,4,17,6,0,0
1,1,4,4,17,7,1,0
1,1,4,4,17,7,0,0
1,2,4,4,17,7,1,0
1,2,4,4,17,7,0,0
1,3,4,4,17,7,1,0
1,3,4,4,17,7,0,0
2,1,4,4,17,7,1,0
2,1,4,4,17,7,0,0
2,2,4,4,17,7,1,0
2,2,4,4,17,7,0,0
2,3,4,4,17,7,1,0
2,3,4,4,17,7,0,0
1,1,4,4,17,8,1,0
1,1,4,4,17,8,0,0
1,2,4,4,17,8,1,0
1,2,4,4,17,8,0,0
1,3,4,4,17,8,1,0
1,3,4,4,17,8,0,0
2,1,4,4,17,8,1,0
2,1,4,4,17,8,0,0
2,2,4,4,17,8,1,0
2,2,4,4,17,8,0,0
2,3,4,4,17,8,1,0
2,3,4,4,17,8,0,0
1,1,4,4,17,9,1,0
1,1,4,4,17,9,0,0
1,2,4,4,17,9,1,0
1,2,4,4,17,9,0,0
1,3,4,4,17,9,1,0
1,3,4,4,17,9,0,0
2,1,4,4,17,9,1,0
2,1,4,4,17,9,0,0
2,2,4,4,17,9,1,0
2,2,4,4,17,9,0,0
2,3,4,4,17,9,1,0
2,3,4,4,17,9,0,0
1,1,4,4,17,10,1,0
1,1,4,4,17,10,0,0
1,2,4,4,17,10,1,0
1,2,4,4,17,10,0,0
1,3,4,4,17,10,1,0
1,3,4,4,17,10,0,0
2,1,4,4,17,10,1,0
2,1,4,4,17,10,0,0
2,2,4,4,17,10,1,0
2,2,4,4,17,10,0,0
2,3,4,4,17,10,1,0
2,3,4,4,17,10,0,0
1,1,4,4,18,1,1,0
1,1,4,4,18,1,0,0
1,2,4,4,18,1,1,0
1,2,4,4,18,1,0,0
1,3,4,4,18,1,1,0
1,3,4,4,18,1,0,0
2,1,4,4,18,1,1,0
2,1,4,4,18,1,0,0
2,2,4,4,18,1,1,0
2,2,4,4,18,1,0,0
2,3,4,4,18,1,1,0
2,3,4,4,18,1,0,0
1,1,4,4,18,2,1,0
1,1,4,4,18,2,0,0
1,2,4,4,18,2,1,0
1,2,4,4,18,2,0,0
1,3,4,4,18,2,1,0
1,3,4,4,18,2,0,0
2,1,4,4,18,2,1,0
2,1,4,4,18,2,0,0
2,2,4,4,18,2,1,0
2,2,4,4,18,2,0,0
2,3,4,4,18,2,1,0
2,3,4,4,18,2,0,0
1,1,4,4,18,3,1,0
1,1,4,4,18,3,0,0
1,2,4,4,18,3,1,0
1,2,4,4,18,3,0,0
1,3,4,4,18,3,1,0
1,3,4,4,18,3,0,0
2,1,4,4,18,3,1,0
2,1,4,4,18,3,0,0
2,2,4,4,18,3,1,0
2,2,4,4,18,3,0,0
2,3,4,4,18,3,1,0
2,3,4,4,18,3,0,0
1,1,4,4,18,4,1,0
1,1,4,4,18,4,0,0
1,2,4,4,18,4,1,0
1,2,4,4,18,4,0,0
1,3,4,4,18,4,1,0
1,3,4,4,18,4,0,0
2,1,4,4,18,4,1,0
2,1,4,4,18,4,0,0
2,2,4,4,18,4,1,0
2,2,4,4,18,4,0,0
2,3,4,4,18,4,1,0
2,3,4,4,18,4,0,0
1,1,4,4,18,5,1,0
1,1,4,4,18,5,0,0
1,2,4,4,18,5,1,0
1,2,4,4,18,5,0,0
1,3,4,4,18,5,1,0
1,3,4,4,18,5,0,0
2,1,4,4,18,5,1,0
2,1,4,4,18,5,0,0
2,2,4,4,18,5,1,0
2,2,4,4,18,5,0,0
2,3,4,4,18,5,1,0
2,3,4,4,18,5,0,0
1,1,4,4,18,6,1,0
1,1,4,4,18,6,0,0
1,2,4,4,18,6,1,0
1,2,4,4,18,6,0,0
1,3,4,4,18,6,1,0
1,3,4,4,18,6,0,0
2,1,4,4,18,6,1,0
2,1,4,4,18,6,0,0
2,2,4,4,18,6,1,0
2,2,4,4,18,6,0,0
2,3,4,4,18,6,1,0
2,3,4,4,18,6,0,0
1,1,4,4,18,7,1,0
1,1,4,4,18,7,0,0
1,2,4,4,18,7,1,0
1,2,4,4,18,7,0,0
1,3,4,4,18,7,1,0
1,3,4,4,18,7,0,0
2,1,4,4,18,7,1,0
2,1,4,4,18,7,0,0
2,2,4,4,18,7,1,0
2,2,4,4,18,7,0,0
2,3,4,4,18,7,1,0
2,3,4,4,18,7,0,0
1,1,4,4,18,8,1,0
1,1,4,4,18,8,0,0
1,2,4,4,18,8,1,0
1,2,4,4,18,8,0,0
1,3,4,4,18,8,1,0
1,3,4,4,18,8,0,0
2,1,4,4,18,8,1,0
2,1,4,4,18,8,0,0
2,2,4,4,18,8,1,0
2,2,4,4,18,8,0,0
2,3,4,4,18,8,1,0
2,3,4,4,18,8,0,0
1,1,4,4,18,9,1,0
1,1,4,4,18,9,0,0
1,2,4,4,18,9,1,0
1,2,4,4,18,9,0,0
1,3,4,4,18,9,1,0
1,3,4,4,18,9,0,0
2,1,4,4,18,9,1,0
2,1,4,4,18,9,0,0
2,2,4,4,18,9,1,0
2,2,4,4,18,9,0,0
2,3,4,4,18,9,1,0
2,3,4,4,18,9,0,0
1,1,4,4,18,10,1,0
1,1,4,4,18,10,0,0
1,2,4,4,18,10,1,0
1,2,4,4,18,10,0,0
1,3,4,4,18,10,1,0
1,3,4,4,18,10,0,0
2,1,4,4,18,10,1,0
2,1,4,4,18,10,0,0
2,2,4,4,18,10,1,0
2,2,4,4,18,10,0,0
2,3,4,4,18,10,1,0
2,3,4,4,18,10,0,0
1,1,4,4,19,1,1,0
1,1,4,4,19,1,0,0
1,2,4,4,19,1,1,0
1,2,4,4,19,1,0,0
1,3,4,4,19,1,1,0
1,3,4,4,19,1,0,0
2,1,4,4,19,1,1,0
2,1,4,4,19,1,0,0
2,2,4,4,19,1,1,0
2,2,4,4,19,1,0,0
2,3,4,4,19,1,1,0
2,3,4,4,19,1,0,0
1,1,4,4,19,2,1,0
1,1,4,4,19,2,0,0
1,2,4,4,19,2,1,0
1,2,4,4,19,2,0,0
1,3,4,4,19,2,1,0
1,3,4,4,19,2,0,0
2,1,4,4,19,2,1,0
2,1,4,4,19,2,0,0
2,2,4,4,19,2,1,0
2,2,4,4,19,2,0,0
2,3,4,4,19,2,1,0
2,3,4,4,19,2,0,0
1,1,4,4,19,3,1,0
1,1,4,4,19,3,0,0
1,2,4,4,19,3,1,0
1,2,4,4,19,3,0,0
1,3,4,4,19,3,1,0
1,3,4,4,19,3,0,0
2,1,4,4,19,3,1,0
2,1,4,4,19,3,0,0
2,2,4,4,19,3,1,0
2,2,4,4,19,3,0,0
2,3,4,4,19,3,1,0
2,3,4,4,19,3,0,0
1,1,4,4,19,4,1,0
1,1,4,4,19,4,0,0
1,2,4,4,19,4,1,0
1,2,4,4,19,4,0,0
1,3,4,4,19,4,1,0
1,3,4,4,19,4,0,0
2,1,4,4,19,4,1,0
2,1,4,4,19,4,0,0
2,2,4,4,19,4,1,0
2,2,4,4,19,4,0,0
2,3,4,4,19,4,1,0
2,3,4,4,19,4,0,0
1,1,4,4,19,5,1,0
1,1,4,4,19,5,0,0
1,2,4,4,19,5,1,0
1,2,4,4,19,5,0,0
1,3,4,4,19,5,1,0
1,3,4,4,19,5,0,0
2,1,4,4,19,5,1,0
2,1,4,4,19,5,0,0
2,2,4,4,19,5,1,0
2,2,4,4,19,5,0,0
2,3,4,4,19,5,1,0
2,3,4,4,19,5,0,0
1,1,4,4,19,6,1,0
1,1,4,4,19,6,0,0
1,2,4,4,19,6,1,0
1,2,4,4,19,6,0,0
1,3,4,4,19,6,1,0
1,3,4,4,19,6,0,0
2,1,4,4,19,6,1,0
2,1,4,4,19,6,0,0
2,2,4,4,19,6,1,0
2,2,4,4,19,6,0,0
2,3,4,4,19,6,1,0
2,3,4,4,19,6,0,0
1,1,4,4,19,7,1,0
1,1,4,4,19,7,0,0
1,2,4,4,19,7,1,0
1,2,4,4,19,7,0,0
1,3,4,4,19,7,1,0
1,3,4,4,19,7,0,0
2,1,4,4,19,7,1,0
2,1,4,4,19,7,0,0
2,2,4,4,19,7,1,0
2,2,4,4,19,7,0,0
2,3,4,4,19,7,1,0
2,3,4,4,19,7,0,0
1,1,4,4,19,8,1,0
1,1,4,4,19,8,0,0
1,2,4,4,19,8,1,0
1,2,4,4,19,8,0,0
1,3,4,4,19,8,1,0
1,3,4,4,19,8,0,0
2,1,4,4,19,8,1,0
2,1,4,4,19,8,0,0
2,2,4,4,19,8,1,0
2,2,4,4,19,8,0,0
2,3,4,4,19,8,1,0
2,3,4,4,19,8,0,0
1,1,4,4,19,9,1,0
1,1,4,4,19,9,0,0
1,2,4,4,19,9,1,0
1,2,4,4,19,9,0,0
1,3,4,4,19,9,1,0
1,3,4,4,19,9,0,0
2,1,4,4,19,9,1,0
2,1,4,4,19,9,0,0
2,2,4,4,19,9,1,0
2,2,4,4,19,9,0,0
2,3,4,4,19,9,1,0
2,3,4,4,19,9,0,0
1,1,4,4,19,10,1,0
1,1,4,4,19,10,0,0
1,2,4,4,19,10,1,0
1,2,4,4,19,10,0,0
1,3,4,4,19,10,1,0
1,3,4,4,19,10,0,0
2,1,4,4,19,10,1,0
2,1,4,4,19,10,0,0
2,2,4,4,19,10,1,0
2,2,4,4,19,10,0,0
2,3,4,4,19,10,1,0
2,3,4,4,19,10,0,0
1,1,4,4,20,1,1,0
1,1,4,4,20,1,0,0
1,2,4,4,20,1,1,0
1,2,4,4,20,1,0,0
1,3,4,4,20,1,1,0
1,3,4,4,20,1,0,0
2,1,4,4,20,1,1,0
2,1,4,4,20,1,0,0
2,2,4,4,20,1,1,0
2,2,4,4,20,1,0,0
2,3,4,4,20,1,1,0
2,3,4,4,20,1,0,0
1,1,4,4,20,2,1,0
1,1,4,4,20,2,0,0
1,2,4,4,20,2,1,0
1,2,4,4,20,2,0,0
1,3,4,4,20,2,1,0
1,3,4,4,20,2,0,0
2,1,4,4,20,2,1,0
2,1,4,4,20,2,0,0
2,2,4,4,20,2,1,0
2,2,4,4,20,2,0,0
2,3,4,4,20,2,1,0
2,3,4,4,20,2,0,0
1,1,4,4,20,3,1,0
1,1,4,4,20,3,0,0
1,2,4,4,20,3,1,0
1,2,4,4,20,3,0,0
1,3,4,4,20,3,1,0
1,3,4,4,20,3,0,0
2,1,4,4,20,3,1,0
2,1,4,4,20,3,0,0
2,2,4,4,20,3,1,0
2,2,4,4,20,3,0,0
2,3,4,4,20,3,1,0
2,3,4,4,20,3,0,0
1,1,4,4,20,4,1,0
1,1,4,4,20,4,0,0
1,2,4,4,20,4,1,0
1,2,4,4,20,4,0,0
1,3,4,4,20,4,1,0
1,3,4,4,20,4,0,0
2,1,4,4,20,4,1,0
2,1,4,4,20,4,0,0
2,2,4,4,20,4,1,0
2,2,4,4,20,4,0,0
2,3,4,4,20,4,1,0
2,3,4,4,20,4,0,0
1,1,4,4,20,5,1,0
1,1,4,4,20,5,0,0
1,2,4,4,20,5,1,0
1,2,4,4,20,5,0,0
1,3,4,4,20,5,1,0
1,3,4,4,20,5,0,0
2,1,4,4,20,5,1,0
2,1,4,4,20,5,0,0
2,2,4,4,20,5,1,0
2,2,4,4,20,5,0,0
2,3,4,4,20,5,1,0
2,3,4,4,20,5,0,0
1,1,4,4,20,6,1,0
1,1,4,4,20,6,0,0
1,2,4,4,20,6,1,0
1,2,4,4,20,6,0,0
1,3,4,4,20,6,1,0
1,3,4,4,20,6,0,0
2,1,4,4,20,6,1,0
2,1,4,4,20,6,0,0
2,2,4,4,20,6,1,0
2,2,4,4,20,6,0,0
2,3,4,4,20,6,1,0
2,3,4,4,20,6,0,0
1,1,4,4,20,7,1,0
1,1,4,4,20,7,0,0
1,2,4,4,20,7,1,0
1,2,4,4,20,7,0,0
1,3,4,4,20,7,1,0
1,3,4,4,20,7,0,0
2,1,4,4,20,7,1,0
2,1,4,4,20,7,0,0
2,2,4,4,20,7,1,0
2,2,4,4,20,7,0,0
2,3,4,4,20,7,1,0
2,3,4,4,20,7,0,0
1,1,4,4,20,8,1,0
1,1,4,4,20,8,0,0
1,2,4,4,20,8,1,0
1,2,4,4,20,8,0,0
1,3,4,4,20,8,1,0
1,3,4,4,20,8,0,0
2,1,4,4,20,8,1,0
2,1,4,4,20,8,0,0
2,2,4,4,20,8,1,0
2,2,4,4,20,8,0,0
2,3,4,4,20,8,1,0
2,3,4,4,20,8,0,0
1,1,4,4,20,9,1,0
1,1,4,4,20,9,0,0
1,2,4,4,20,9,1,0
1,2,4,4,20,9,0,0
1,3,4,4,20,9,1,0
1,3,4,4,20,9,0,0
2,1,4,4,20,9,1,0
2,1,4,4,20,9,0,0
2,2,4,4,20,9,1,0
2,2,4,4,20,9,0,0
2,3,4,4,20,9,1,0
2,3,4,4,20,9,0,0
1,1,4,4,20,10,1,0
1,1,4,4,20,10,0,0
1,2,4,4,20,10,1,0
1,2,4,4,20,10,0,0
1,3,4,4,20,10,1,0
1,3,4,4,20,10,0,0
2,1,4,4,20,10,1,0
2,1,4,4,20,10,0,0
2,2,4,4,20,10,1,0
2,2,4,4,20,10,0,0
2,3,4,4,20,10,1,0
2,3,4,4,20,10,0,0
1,1,4,4,21,1,1,0
1,1,4,4,21,1,0,0
1,2,4,4,21,1,1,0
1,2,4,4,21,1,0,0
1,3,4,4,21,1,1,0
1,3,4,4,21,1,0,0
2,1,4,4,21,1,1,0
2,1,4,4,21,1,0,0
2,2,4,4,21,1,1,0
2,2,4,4,21,1,0,0
2,3,4,4,21,1,1,0
2,3,4,4,21,1,0,0
1,1,4,4,21,2,1,0
1,1,4,4,21,2,0,0
1,2,4,4,21,2,1,0
1,2,4,4,21,2,0,0
1,3,4,4,21,2,1,0
1,3,4,4,21,2,0,0
2,1,4,4,21,2,1,0
2,1,4,4,21,2,0,0
2,2,4,4,21,2,1,0
2,2,4,4,21,2,0,0
2,3,4,4,21,2,1,0
2,3,4,4,21,2,0,0
1,1,4,4,21,3,1,0
1,1,4,4,21,3,0,0
1,2,4,4,21,3,1,0
1,2,4,4,21,3,0,0
1,3,4,4,21,3,1,0
1,3,4,4,21,3,0,0
2,1,4,4,21,3,1,0
2,1,4,4,21,3,0,0
2,2,4,4,21,3,1,0
2,2,4,4,21,3,0,0
2,3,4,4,21,3,1,0
2,3,4,4,21,3,0,0
1,1,4,4,21,4,1,0
1,1,4,4,21,4,0,0
1,2,4,4,21,4,1,0
1,2,4,4,21,4,0,0
1,3,4,4,21,4,1,0
1,3,4,4,21,4,0,0
2,1,4,4,21,4,1,0
2,1,4,4,21,4,0,0
2,2,4,4,21,4,1,0
2,2,4,4,21,4,0,0
2,3,4,4,21,4,1,0
2,3,4,4,21,4,0,0
1,1,4,4,21,5,1,0
1,1,4,4,21,5,0,0
1,2,4,4,21,5,1,0
1,2,4,4,21,5,0,0
1,3,4,4,21,5,1,0
1,3,4,4,21,5,0,0
2,1,4,4,21,5,1,0
2,1,4,4,21,5,0,0
2,2,4,4,21,5,1,0
2,2,4,4,21,5,0,0
2,3,4,4,21,5,1,0
2,3,4,4,21,5,0,0
1,1,4,4,21,6,1,0
1,1,4,4,21,6,0,0
1,2,4,4,21,6,1,0
1,2,4,4,21,6,0,0
1,3,4,4,21,6,1,0
1,3,4,4,21,6,0,0
2,1,4,4,21,6,1,0
2,1,4,4,21,6,0,0
2,2,4,4,21,6,1,0
2,2,4,4,21,6,0,0
2,3,4,4,21,6,1,0
2,3,4,4,21,6,0,0
1,1,4,4,21,7,1,0
1,1,4,4,21,7,0,0
1,2,4,4,21,7,1,0
1,2,4,4,21,7,0,0
1,3,4,4,21,7,1,0
1,3,4,4,21,7,0,0
2,1,4,4,21,7,1,0
2,1,4,4,21,7,0,0
2,2,4,4,21,7,1,0
2,2,4,4,21,7,0,0
2,3,4,4,21,7,1,0
2,3,4,4,21,7,0,0
1,1,4,4,21,8,1,0
1,1,4,4,21,8,0,0
1,2,4,4,21,8,1,0
1,2,4,4,21,8,0,0
1,3,4,4,21,8,1,0
1,3,4,4,21,8,0,0
2,1,4,4,21,8,1,0
2,1,4,4,21,8,0,0
2,2,4,4,21,8,1,0
2,2,4,4,21,8,0,0
2,3,4,4,21,8,1,0
2,3,4,4,21,8,0,0
1,1,4,4,21,9,1,0
1,1,4,4,21,9,0,0
1,2,4,4,21,9,1,0
1,2,4,4,21,9,0,0
1,3,4,4,21,9,1,0
1,3,4,4,21,9,0,0
2,1,4,4,21,9,1,0
2,1,4,4,21,9,0,0
2,2,4,4,21,9,1,0
2,2,4,4,21,9,0,0
2,3,4,4,21,9,1,0
2,3,4,4,21,9,0,0
1,1,4,4,21,10,1,0
1,1,4,4,21,10,0,0
1,2,4,4,21,10,1,0
1,2,4,4,21,10,0,0
1,3,4,4,21,10,1,0
1,3,4,4,21,10,0,0
2,1,4,4,21,10,1,0
2,1,4,4,21,10,0,0
2,2,4,4,21,10,1,0
2,2,4,4,21,10,0,0
2,3,4,4,21,10,1,0
2,3,4,4,21,10,0,0
1,1,4,4,22,1,1,0
1,1,4,4,22,1,0,0
1,2,4,4,22,1,1,0
1,2,4,4,22,1,0,0
1,3,4,4,22,1,1,0
1,3,4,4,22,1,0,0
2,1,4,4,22,1,1,0
2,1,4,4,22,1,0,0
